ID,HA,STA,VAR,INT,KGS,KGN,KGP,RPEST,PS,PN,PP,HL,FL,LAB,WAGE,GRKG,NETKG,RPKG
205136.0,0.11,1.0,2.0,1.0,3.0,40.0,0.0,0.0,125.0,60.0,60.0,30.0,76.0,106.0,47.5,420.0,370.0,55.0
205151.0,0.429,3.0,3.0,3.0,14.0,90.0,10.0,900.0,80.0,84.0,80.0,56.0,171.0,227.0,41.38,950.0,800.0,55.0
205153.0,4.07,1.0,3.0,1.0,250.0,600.0,0.0,0.0,80.0,75.0,75.0,2044.0,1080.0,3124.0,39.49,10200.0,8500.0,55.0
206158.0,1.143,1.0,3.0,1.0,40.0,1.0,0.0,0.0,80.0,80.0,80.0,216.0,726.0,942.0,35.78,3150.0,2900.0,50.0
206169.0,0.636,1.0,3.0,3.0,15.0,20.0,0.0,0.0,80.0,80.0,80.0,118.0,239.0,357.0,45.83,1205.0,1030.0,55.0
207209.0,0.286,1.0,2.0,1.0,8.0,100.0,12.0,200.0,80.0,80.0,80.0,84.0,114.0,198.0,38.72,1500.0,1250.0,55.0
208225.0,1.28,3.0,2.0,3.0,58.0,220.0,75.0,0.0,100.0,75.0,75.0,450.0,249.0,699.0,44.25,4560.0,3800.0,55.0
209232.0,0.064,1.0,2.0,1.0,7.0,20.0,0.0,0.0,70.0,80.0,80.0,8.0,79.0,87.0,40.5,240.0,200.0,55.0
209241.0,0.28,1.0,2.0,3.0,10.0,80.0,25.0,0.0,100.0,80.0,80.0,190.0,29.0,219.0,38.02,1200.0,1000.0,55.0
209250.0,0.07,1.0,2.0,1.0,3.0,20.0,0.0,0.0,80.0,80.0,80.0,1.0,90.0,90.0,50.0,260.0,260.0,50.0
301004.0,0.14,1.0,1.0,3.0,6.0,25.0,5.0,250.0,80.0,80.0,80.0,85.0,85.0,170.0,39.08,350.0,315.0,64.0
301010.0,0.18,1.0,1.0,1.0,5.0,20.0,20.0,0.0,90.0,50.0,70.0,85.0,21.0,106.0,44.16,370.0,333.0,55.0
301023.0,0.185,1.0,1.0,1.0,7.0,15.0,0.0,0.0,100.0,70.0,70.0,66.0,24.0,90.0,59.12,419.0,384.0,50.0
301038.0,0.571,3.0,1.0,1.0,18.0,200.0,25.0,0.0,60.0,80.0,80.0,295.0,140.0,435.0,45.19,2405.0,2188.0,64.0
301055.0,0.5,3.0,1.0,2.0,8.0,100.0,20.0,0.0,50.0,70.0,70.0,208.0,98.0,306.0,53.75,1237.0,1125.0,50.0
301058.0,0.36,1.0,1.0,1.0,10.0,75.0,25.0,0.0,100.0,76.0,80.0,108.0,158.0,266.0,55.45,1151.0,1056.0,63.0
301067.0,0.92,1.0,1.0,1.0,30.0,300.0,100.0,1000.0,90.0,72.5,72.5,587.0,55.0,642.0,58.41,1971.0,1792.0,80.0
301070.0,0.3,1.0,1.0,3.0,6.0,20.0,5.0,0.0,82.5,80.0,80.0,100.0,255.0,355.0,49.02,988.0,988.0,90.0
301075.0,0.7,3.0,1.0,1.0,16.0,50.0,25.0,800.0,80.0,72.0,74.0,260.0,129.0,389.0,43.91,2065.0,1875.0,80.0
301084.0,0.71,3.0,1.0,1.0,18.0,150.0,55.0,0.0,120.0,80.0,80.0,360.0,98.0,458.0,35.24,1302.0,1302.0,65.0
301105.0,0.35,1.0,1.0,1.0,7.0,75.0,25.0,1000.0,90.0,70.0,70.0,248.0,8.0,256.0,57.5,704.0,640.0,90.0
301110.0,0.18,3.0,1.0,3.0,7.0,65.0,20.0,680.0,85.0,80.0,80.0,58.0,95.0,153.0,41.67,447.0,408.0,64.0
302116.0,0.179,1.0,1.0,1.0,4.0,25.0,0.0,0.0,80.0,80.0,80.0,1.0,102.0,102.0,58.33,470.0,440.0,60.0
302120.0,0.08,2.0,1.0,1.0,1.0,8.0,4.0,0.0,90.0,78.0,80.0,1.0,66.0,66.0,50.0,183.0,173.0,56.0
302131.0,0.67,1.0,1.0,1.0,18.0,75.0,25.0,500.0,90.0,80.0,80.0,480.0,115.0,595.0,41.7,1690.0,1536.0,64.0
302134.0,0.52,3.0,1.0,1.0,20.0,75.0,25.0,250.0,62.5,85.0,85.0,30.0,125.0,155.0,56.25,1395.0,1280.0,64.0
302137.0,0.534,1.0,1.0,1.0,20.0,100.0,25.0,0.0,80.0,80.0,80.0,155.0,119.0,274.0,35.67,1444.0,1313.0,50.0
302142.0,0.171,2.0,1.0,1.0,8.0,30.0,5.0,0.0,80.0,80.0,80.0,65.0,107.0,172.0,43.28,481.0,438.0,70.0
302143.0,0.7,1.0,1.0,1.0,15.0,200.0,50.0,800.0,80.0,80.0,80.0,484.0,76.0,560.0,57.28,2062.0,1875.0,60.0
302144.0,0.5,1.0,1.0,1.0,20.0,100.0,50.0,500.0,80.0,80.0,80.0,285.0,110.0,395.0,55.05,1408.0,1280.0,80.0
302146.0,0.35,3.0,1.0,1.0,15.0,50.0,10.0,0.0,80.0,80.0,80.0,225.0,80.0,305.0,64.76,1046.0,960.0,70.0
302147.0,0.08,1.0,1.0,1.0,3.0,7.0,0.0,0.0,100.0,70.0,70.0,1.0,54.0,54.0,55.56,138.0,128.0,55.0
302151.0,0.35,1.0,1.0,3.0,10.0,75.0,25.0,400.0,60.0,80.0,80.0,295.0,15.0,310.0,41.84,1100.0,1000.0,80.0
302153.0,1.05,3.0,1.0,3.0,32.0,210.0,70.0,2000.0,60.0,73.0,73.0,370.0,105.0,475.0,56.48,1674.0,1536.0,50.0
302161.0,0.38,3.0,1.0,1.0,17.0,80.0,20.0,0.0,55.0,70.0,70.0,220.0,225.0,445.0,58.11,1325.0,1216.0,63.0
302163.0,0.35,2.0,1.0,3.0,16.0,50.0,20.0,500.0,62.5,80.0,80.0,130.0,65.0,195.0,57.88,1186.0,1088.0,81.0
302169.0,0.7,3.0,1.0,1.0,25.0,100.0,50.0,500.0,48.0,80.0,80.0,350.0,100.0,450.0,58.78,2093.0,1920.0,65.0
302182.0,0.175,3.0,1.0,1.0,5.0,30.0,15.0,100.0,50.0,80.0,80.0,45.0,116.0,161.0,57.14,341.0,310.0,64.0
302189.0,0.38,3.0,1.0,1.0,18.0,125.0,25.0,300.0,80.0,70.0,70.0,107.0,127.0,234.0,58.81,1375.0,1250.0,72.0
302192.0,0.18,1.0,1.0,1.0,3.0,40.0,20.0,0.0,50.0,65.0,65.0,57.0,64.0,121.0,57.63,550.0,500.0,70.0
302194.0,0.207,3.0,1.0,1.0,8.0,40.0,10.0,0.0,50.0,80.0,80.0,132.0,82.0,214.0,54.93,550.0,500.0,64.0
302195.0,0.17,2.0,1.0,1.0,4.0,30.0,5.0,0.0,62.5,70.0,70.0,65.0,55.0,120.0,41.79,558.0,512.0,63.0
302197.0,0.35,3.0,1.0,1.0,15.0,75.0,25.0,250.0,70.0,80.0,80.0,185.0,85.0,270.0,53.11,1265.0,1150.0,60.0
302199.0,0.7,3.0,1.0,1.0,20.0,80.0,45.0,0.0,55.0,80.0,80.0,225.0,55.0,280.0,46.7,1156.0,1060.0,60.0
302205.0,0.525,1.0,1.0,1.0,14.0,50.0,25.0,500.0,80.0,78.0,80.0,225.0,115.0,340.0,52.86,1100.0,1000.0,70.0
302207.0,0.556,3.0,1.0,3.0,14.0,150.0,50.0,0.0,60.0,80.0,80.0,228.0,64.0,292.0,52.61,825.0,750.0,56.0
302209.0,1.05,3.0,1.0,1.0,20.0,100.0,50.0,0.0,90.0,75.0,75.0,534.0,80.0,614.0,51.0,2387.0,2170.0,60.0
401002.0,0.23,3.0,1.0,1.0,13.0,40.0,15.0,900.0,40.0,80.0,80.0,186.0,138.0,324.0,59.68,1200.0,1080.0,50.0
401006.0,0.42,1.0,1.0,3.0,15.0,125.0,75.0,500.0,40.0,80.0,80.0,142.0,160.0,302.0,55.0,975.0,885.0,55.0
401032.0,0.112,1.0,1.0,1.0,5.0,15.0,10.0,0.0,40.0,72.5,72.5,1.0,90.0,90.0,56.67,450.0,435.0,50.0
401034.0,0.455,1.0,1.0,1.0,20.0,150.0,50.0,500.0,40.0,80.0,80.0,200.0,359.0,559.0,54.5,1370.0,1233.0,60.0
401036.0,0.143,1.0,1.0,3.0,6.0,18.0,18.0,0.0,45.0,75.0,76.0,65.0,110.0,175.0,52.31,310.0,279.0,50.0
401037.0,0.214,1.0,1.0,1.0,7.0,40.0,40.0,360.0,40.0,80.0,80.0,284.0,104.0,388.0,41.61,700.0,630.0,55.0
401041.0,0.196,1.0,1.0,1.0,10.0,15.0,10.0,0.0,40.0,85.0,85.0,1.0,217.0,217.0,57.14,616.0,554.0,50.0
401043.0,0.429,1.0,1.0,1.0,30.0,90.0,60.0,360.0,40.0,80.0,80.0,366.0,78.0,444.0,35.16,1333.0,1200.0,55.0
401049.0,0.49,1.0,1.0,3.0,25.0,200.0,100.0,500.0,42.0,70.0,70.0,123.0,246.0,369.0,55.2,1500.0,1350.0,50.0
401058.0,0.086,3.0,1.0,1.0,8.0,50.0,25.0,0.0,40.0,80.0,80.0,68.0,62.0,130.0,31.43,378.0,341.0,50.0
401063.0,0.206,3.0,1.0,1.0,10.0,70.0,30.0,0.0,40.0,72.5,72.5,126.0,127.0,253.0,51.72,700.0,600.0,50.0
401069.0,0.143,1.0,1.0,1.0,5.0,30.0,20.0,0.0,40.0,80.0,80.0,95.0,78.0,173.0,37.11,500.0,470.0,50.0
401075.0,0.143,3.0,1.0,3.0,6.0,30.0,20.0,0.0,40.0,80.0,80.0,45.0,99.0,144.0,54.47,450.0,405.0,55.0
401077.0,0.143,3.0,1.0,1.0,6.0,25.0,15.0,0.0,50.0,80.0,80.0,32.0,128.0,160.0,41.18,372.0,372.0,50.0
401092.0,0.133,1.0,1.0,1.0,10.0,50.0,50.0,0.0,45.0,78.0,80.0,50.0,125.0,175.0,53.46,875.0,785.0,60.0
401095.0,0.56,1.0,1.0,1.0,15.0,75.0,35.0,0.0,40.0,80.0,80.0,216.0,85.0,301.0,41.74,1388.0,1250.0,50.0
401109.0,0.214,1.0,1.0,1.0,16.0,70.0,30.0,180.0,40.0,80.0,80.0,56.0,85.0,141.0,50.0,930.0,837.0,60.0
401122.0,0.7,1.0,1.0,1.0,25.0,100.0,50.0,0.0,40.0,75.0,75.0,498.0,175.0,673.0,60.0,2500.0,2250.0,60.0
401124.0,0.071,3.0,1.0,3.0,2.0,15.0,7.0,0.0,40.0,80.0,80.0,5.0,102.0,107.0,38.57,250.0,250.0,50.0
401125.0,1.12,1.0,1.0,1.0,33.0,270.0,170.0,0.0,40.0,80.0,80.0,660.0,221.0,881.0,66.31,4300.0,3870.0,65.0
401138.0,0.164,3.0,1.0,1.0,6.0,8.0,7.0,0.0,40.0,80.0,80.0,34.0,85.0,119.0,44.44,700.0,630.0,55.0
402150.0,0.143,1.0,1.0,3.0,6.0,35.0,25.0,150.0,40.0,80.0,80.0,64.0,82.0,146.0,50.0,434.0,391.0,52.0
402155.0,0.56,3.0,1.0,2.0,14.0,100.0,75.0,500.0,40.0,78.0,80.0,1.0,677.0,677.0,46.67,2600.0,2160.0,55.0
402162.0,0.286,1.0,1.0,1.0,7.0,95.0,30.0,0.0,40.0,80.0,80.0,75.0,435.0,510.0,61.04,1200.0,1200.0,50.0
402167.0,0.357,1.0,1.0,1.0,10.0,50.0,30.0,0.0,40.0,80.0,80.0,47.0,130.0,177.0,53.06,992.0,893.0,55.0
402168.0,0.279,1.0,1.0,1.0,6.0,48.0,39.0,0.0,40.0,80.0,80.0,58.0,133.0,191.0,59.31,596.0,546.0,55.0
402169.0,0.21,1.0,1.0,1.0,9.0,70.0,50.0,250.0,40.0,78.0,80.0,75.0,130.0,205.0,54.0,640.0,550.0,50.0
402171.0,0.357,1.0,1.0,1.0,12.0,50.0,20.0,360.0,40.0,70.0,70.0,250.0,196.0,446.0,46.05,2170.0,1953.0,55.0
402176.0,0.286,1.0,1.0,3.0,6.0,50.0,50.0,250.0,40.0,80.0,80.0,175.0,93.0,268.0,32.77,1000.0,900.0,50.0
402179.0,0.084,1.0,1.0,1.0,6.0,20.0,10.0,0.0,40.0,80.0,80.0,1.0,110.0,110.0,46.67,300.0,270.0,50.0
402201.0,0.098,1.0,1.0,1.0,5.0,20.0,10.0,0.0,40.0,80.0,80.0,27.0,115.0,142.0,31.03,325.0,319.0,50.0
402203.0,0.143,1.0,1.0,1.0,5.0,50.0,15.0,0.0,40.0,80.0,80.0,10.0,204.0,214.0,56.67,600.0,540.0,55.0
402208.0,0.571,1.0,1.0,3.0,20.0,75.0,25.0,0.0,40.0,80.0,80.0,135.0,270.0,405.0,44.85,1240.0,1116.0,50.0
501001.0,0.346,1.0,1.0,3.0,10.0,40.0,15.0,425.0,60.0,80.0,80.0,50.0,137.0,187.0,54.62,600.0,550.0,60.0
501008.0,0.242,1.0,1.0,1.0,6.0,25.0,20.0,900.0,70.0,80.0,80.0,166.0,100.0,266.0,61.43,550.0,450.0,70.0
501020.0,0.4,1.0,1.0,3.0,10.0,75.0,50.0,900.0,74.0,75.0,75.0,180.0,48.0,228.0,53.04,1308.0,1200.0,65.0
501034.0,0.121,2.0,1.0,1.0,2.0,10.0,10.0,150.0,75.0,80.0,80.0,12.0,124.0,136.0,51.43,250.0,250.0,70.0
501041.0,0.4,1.0,1.0,1.0,18.0,105.0,36.0,0.0,70.0,75.0,75.0,290.0,119.0,409.0,55.55,2420.0,2200.0,70.0
501045.0,0.211,1.0,3.0,1.0,8.0,50.0,50.0,270.0,70.0,80.0,80.0,24.0,142.0,166.0,66.15,900.0,820.0,70.0
502057.0,0.164,3.0,1.0,1.0,5.0,16.0,8.0,300.0,80.0,76.0,80.0,308.0,252.0,560.0,59.03,600.0,550.0,80.0
502062.0,0.286,1.0,1.0,3.0,8.0,50.0,0.0,0.0,50.0,80.0,80.0,310.0,71.0,381.0,57.35,763.0,700.0,50.0
502080.0,0.157,1.0,1.0,1.0,3.0,15.0,10.0,500.0,80.0,80.0,80.0,160.0,77.0,237.0,51.43,464.0,400.0,80.0
502081.0,0.214,1.0,1.0,1.0,5.0,25.0,1.0,100.0,80.0,80.0,80.0,30.0,236.0,266.0,67.5,640.0,600.0,80.0
502112.0,0.2,1.0,1.0,1.0,6.0,15.0,0.0,0.0,90.0,80.0,80.0,90.0,61.0,151.0,45.65,709.0,650.0,90.0
503135.0,0.423,3.0,1.0,1.0,15.0,100.0,30.0,400.0,70.0,80.0,80.0,432.0,173.0,605.0,66.2,1090.0,1000.0,70.0
503136.0,0.143,1.0,2.0,1.0,6.0,60.0,40.0,300.0,80.0,80.0,80.0,40.0,165.0,205.0,52.38,763.0,700.0,70.0
503143.0,0.078,1.0,1.0,1.0,2.0,8.0,0.0,120.0,80.0,80.0,80.0,1.0,77.0,77.0,58.33,200.0,200.0,80.0
504161.0,0.357,1.0,1.0,1.0,16.0,40.0,40.0,0.0,60.0,80.0,80.0,215.0,266.0,481.0,42.63,1090.0,1000.0,70.0
504162.0,0.1,1.0,1.0,1.0,3.0,20.0,8.0,150.0,80.0,80.0,80.0,10.0,70.0,80.0,61.88,273.0,250.0,80.0
504167.0,0.084,2.0,1.0,1.0,4.0,20.0,8.0,150.0,61.25,80.0,80.0,12.0,114.0,126.0,52.5,350.0,350.0,70.0
504168.0,0.071,1.0,1.0,3.0,3.0,15.0,10.0,150.0,80.0,80.0,80.0,42.0,27.0,69.0,55.45,273.0,250.0,75.0
504169.0,0.185,1.0,1.0,1.0,10.0,80.0,50.0,800.0,65.0,80.0,80.0,30.0,132.0,162.0,60.0,610.0,600.0,65.0
504197.0,0.178,3.0,1.0,1.0,8.0,30.0,15.0,450.0,70.0,80.0,80.0,102.0,90.0,192.0,57.69,440.0,412.0,70.0
504201.0,0.7,2.0,1.0,3.0,20.0,100.0,50.0,400.0,70.0,78.0,78.0,329.0,280.0,609.0,60.86,2180.0,2000.0,70.0
504204.0,0.591,1.0,1.0,1.0,23.0,150.0,50.0,680.0,56.0,80.0,80.0,368.0,166.0,534.0,57.35,2344.0,2150.0,65.0
601005.0,0.054,1.0,1.0,1.0,3.0,15.0,5.0,0.0,65.0,80.0,80.0,40.0,34.0,74.0,43.33,220.0,200.0,70.0
601010.0,0.357,3.0,1.0,3.0,16.0,60.0,20.0,0.0,65.0,78.0,78.0,320.0,44.0,364.0,38.2,1210.0,1100.0,70.0
601016.0,1.628,1.0,1.0,2.0,70.0,250.0,50.0,1000.0,80.0,75.0,75.0,1540.0,410.0,1950.0,68.02,3600.0,3200.0,70.0
602034.0,0.107,1.0,1.0,1.0,4.0,15.0,5.0,0.0,100.0,80.0,80.0,50.0,65.0,115.0,59.62,350.0,310.0,70.0
603043.0,0.135,1.0,1.0,1.0,8.0,20.0,10.0,0.0,60.0,76.0,80.0,145.0,35.0,180.0,39.58,495.0,450.0,65.0
603052.0,0.286,2.0,1.0,1.0,5.0,25.0,25.0,0.0,65.0,80.0,80.0,170.0,34.0,204.0,37.21,550.0,500.0,70.0
603053.0,0.184,1.0,1.0,1.0,10.0,40.0,20.0,0.0,60.0,80.0,80.0,40.0,71.0,111.0,40.95,440.0,400.0,65.0
603062.0,0.2,1.0,1.0,1.0,10.0,10.0,10.0,0.0,80.0,80.0,80.0,100.0,115.0,215.0,49.02,275.0,250.0,70.0
603065.0,0.957,1.0,1.0,1.0,40.0,100.0,50.0,0.0,80.0,76.0,76.0,610.0,1234.0,1844.0,52.94,2200.0,1980.0,65.0
603067.0,0.235,1.0,1.0,3.0,15.0,50.0,50.0,0.0,90.0,80.0,80.0,300.0,185.0,485.0,53.97,610.0,550.0,70.0
603068.0,0.303,3.0,1.0,1.0,15.0,1.0,0.0,0.0,60.0,75.0,80.0,290.0,515.0,805.0,51.71,1000.0,900.0,60.0
603070.0,0.143,2.0,1.0,1.0,5.0,1.0,0.0,0.0,65.0,75.0,80.0,40.0,124.0,164.0,40.48,440.0,400.0,65.0
604074.0,0.286,1.0,1.0,3.0,10.0,40.0,20.0,0.0,60.0,80.0,80.0,80.0,120.0,200.0,38.71,1210.0,1100.0,65.0
605108.0,0.071,1.0,1.0,2.0,6.0,20.0,20.0,0.0,100.0,80.0,80.0,30.0,44.0,74.0,62.5,350.0,300.0,70.0
605109.0,0.571,3.0,1.0,3.0,16.0,150.0,50.0,0.0,65.0,75.0,75.0,620.0,70.0,690.0,44.43,2200.0,2000.0,70.0
605116.0,0.214,1.0,1.0,1.0,6.0,60.0,30.0,0.0,60.0,80.0,80.0,125.0,20.0,145.0,50.47,990.0,900.0,70.0
606133.0,0.143,3.0,1.0,1.0,5.0,40.0,10.0,0.0,65.0,80.0,80.0,100.0,74.0,174.0,40.2,770.0,700.0,70.0
606145.0,0.286,1.0,1.0,1.0,10.0,75.0,25.0,0.0,65.0,80.0,80.0,280.0,25.0,305.0,38.3,1320.0,1200.0,65.0
606147.0,0.429,3.0,1.0,3.0,16.0,100.0,50.0,0.0,65.0,80.0,80.0,200.0,50.0,250.0,52.47,1100.0,1000.0,65.0
606151.0,0.286,3.0,1.0,1.0,12.0,50.0,20.0,0.0,65.0,80.0,80.0,250.0,70.0,320.0,34.92,880.0,800.0,70.0
607164.0,0.571,1.0,1.0,2.0,20.0,120.0,30.0,0.0,80.0,75.0,75.0,654.0,30.0,684.0,45.34,2090.0,1900.0,60.0
607167.0,0.852,1.0,1.0,1.0,40.0,250.0,100.0,1200.0,100.0,75.0,75.0,1280.0,390.0,1670.0,56.17,4500.0,4000.0,70.0
607168.0,1.9,1.0,1.0,2.0,65.0,400.0,125.0,1200.0,80.0,75.0,75.0,2275.0,420.0,2695.0,55.77,9000.0,8100.0,80.0
607170.0,0.286,3.0,1.0,2.0,15.0,75.0,25.0,0.0,60.0,80.0,80.0,150.0,65.0,215.0,32.89,1100.0,1000.0,60.0
607188.0,0.857,1.0,1.0,3.0,25.0,200.0,50.0,0.0,65.0,78.0,78.0,1015.0,130.0,1145.0,53.83,4400.0,4000.0,65.0
607195.0,0.071,1.0,1.0,1.0,3.0,25.0,10.0,0.0,80.0,80.0,80.0,25.0,50.0,75.0,40.74,330.0,300.0,65.0
608205.0,0.5,1.0,3.0,3.0,15.0,150.0,50.0,0.0,80.0,80.0,80.0,300.0,33.0,333.0,36.49,1650.0,1500.0,80.0
608207.0,0.714,1.0,1.0,2.0,25.0,150.0,50.0,0.0,70.0,80.0,80.0,500.0,45.0,545.0,37.85,3300.0,3000.0,60.0
608215.0,0.428,1.0,1.0,3.0,14.0,125.0,75.0,0.0,80.0,80.0,80.0,385.0,195.0,580.0,54.03,3250.0,2850.0,65.0
609227.0,0.328,3.0,1.0,2.0,12.0,150.0,50.0,0.0,80.0,78.0,78.0,500.0,290.0,790.0,56.77,1312.0,1172.0,65.0
609231.0,0.178,3.0,1.0,2.0,5.0,35.0,15.0,0.0,80.0,80.0,80.0,145.0,80.0,225.0,59.86,660.0,600.0,90.0
609234.0,0.5,1.0,1.0,2.0,20.0,200.0,50.0,1000.0,80.0,75.0,78.0,335.0,85.0,420.0,57.15,2330.0,2100.0,65.0
609241.0,0.1,3.0,1.0,1.0,5.0,20.0,10.0,0.0,70.0,80.0,80.0,70.0,45.0,115.0,38.71,330.0,300.0,70.0
609242.0,0.05,1.0,1.0,3.0,4.0,15.0,5.0,0.0,65.0,80.0,80.0,25.0,60.0,85.0,40.74,150.0,150.0,70.0
609244.0,0.214,1.0,1.0,3.0,5.0,50.0,25.0,0.0,80.0,80.0,80.0,120.0,145.0,265.0,63.93,750.0,675.0,80.0
609245.0,0.2,1.0,1.0,3.0,7.0,70.0,30.0,0.0,100.0,80.0,80.0,145.0,90.0,235.0,50.27,600.0,540.0,70.0
101001.0,2.0,1.0,1.0,3.0,40.0,600.0,0.0,3000.0,70.0,75.0,75.0,2110.0,45.0,2155.0,60.09,4083.0,3500.0,60.0
101017.0,1.42,3.0,2.0,3.0,20.0,100.0,0.0,0.0,50.0,75.0,75.0,805.0,50.0,855.0,45.43,2800.0,2400.0,50.0
101026.0,0.286,1.0,2.0,1.0,10.0,75.0,0.0,0.0,50.0,70.0,70.0,100.0,63.0,163.0,38.0,940.0,850.0,50.0
101035.0,0.286,1.0,3.0,1.0,10.0,50.0,0.0,0.0,60.0,60.0,60.0,32.0,231.0,263.0,52.17,960.0,850.0,65.0
101056.0,0.17,3.0,2.0,1.0,5.0,25.0,0.0,0.0,60.0,70.0,70.0,115.0,78.0,193.0,47.83,780.0,720.0,75.0
101057.0,0.36,2.0,2.0,1.0,10.0,75.0,0.0,0.0,50.0,75.0,75.0,50.0,212.0,262.0,56.0,1553.0,1380.0,60.0
