train_eps_0,train_eps_1,train_eps_2,train_eps_3,train_eps_4,train_eps_5,train_eps_6,train_eps_7,train_eps_8,train_eps_9,train_eps_10,train_eps_11,train_eps_12
-0.1780423429569974,-0.37300653252503324,-0.16653887407446638,-0.04107060656937633,-0.2573165857953116,-0.2514174822124937,-0.08937260774132286,-0.2956079382291232,-0.3004747681678859,-0.370090724054679,-0.6208476200140113,-0.92418761592471,-0.09460725374657668
0.031062964468985516,-0.11979473872152051,-0.3347575848351408,-0.2678164057275326,-0.47797605777318203,-0.1111517672606736,-0.42016259515506976,-0.40106583038030763,-0.7614241828768471,-0.8489494388848393,-0.9547561845129147,-1.044161157314299,-0.21787916416066477
-0.2817446273647862,-0.18243261066748273,-0.22286002747222325,-0.14861779293779026,-0.10236930588661836,-0.18820951743808087,-0.19893739006275069,-0.18718890166117283,-0.14578232985173856,-0.018479650189880126,-0.06327285936252056,-0.04232391295775187,-0.3404005571248059
-0.27681680138924286,-0.17491667117137533,-0.1623124741964832,-0.1301706151831738,-0.28024577530871064,-0.09250488639048925,-0.2241165511818214,-0.07316087991565443,-0.33255073671313845,-0.3281264604513605,-0.6542802406185635,-0.5114918993257571,-0.03272496007335481
-0.25319565251604464,-0.48738052302301715,-0.8241102900673042,-0.8339914634965856,-0.7377771954451604,-0.7539888507149193,-0.9392037931822925,-0.46653150101599467,-1.0113505120439925,-0.8221767219337197,-0.5715258941732585,-0.2851400722835498,-0.2000119115828137
-0.7719029083052186,-0.9287339218676404,-0.42707244314359705,-0.7037059866368999,-0.7243345024959457,-0.8291634276882336,-0.6717207790083731,-0.9993350100809123,-0.8725075778744127,-0.6412163973541686,-0.08924194934649764,-0.04014836085935995,-1.0375710637429318
0.13459815094883731,-0.0213356664276272,0.025738630257331183,-0.09310517923296067,-0.010301064797031037,-0.07978079099869355,-0.10795405392544616,-0.29855726737671595,-0.1852398215862885,-0.20221069234007155,-0.3554651930826108,-0.7025125807786037,-0.6204873035785179
-0.4952790562469653,-0.5227770491094139,-0.6266066526551752,-0.20294464867341835,-0.5237584931454257,-0.4884480024059115,-0.39135237636345493,-0.5522069959603397,-0.3049410343019712,-0.13998939767006865,-0.2468210150768405,-0.2081044470311035,-0.661242044279342
-0.22872691623790703,-0.42169297009283035,-0.19126810234921848,-0.17613083262942175,-0.4057940564064796,-0.3520716786862083,-0.13607413570740823,-0.10363130468541888,-0.3247923737601357,0.03964586422768317,0.1508948724010869,-0.1658426123172924,-0.8606057295289464
-0.03166546083404136,-0.08415713320555712,-0.10491071418039748,-0.030327312601464512,-0.0016993338953444903,-0.007537709817741909,-0.34589499969107557,-0.013838041928467576,-0.3943950826626128,-0.3691286085627669,-0.6522525478008663,-0.7659541384218141,-0.057191343073221754
-0.912306057038533,-0.9079577540364487,-0.9780756876996735,-1.1153253027318473,-1.0954306641590066,-1.0268605195467013,-0.47340853784525805,-0.7220229569214092,-0.6444815884576517,-0.4367614280821801,-0.3526384344092767,-0.23813369399432865,-0.33793149645828663
-0.17907410134027302,0.03888844570218883,-0.1372901797050945,-0.24721140587404555,-0.1088137179641072,0.037281457252948416,-0.17906423624417223,-0.19917997837418272,-0.14514314212423224,-0.3079468347171896,-0.466549510612391,-0.9569370701851211,-1.1760400228342462
-0.5881337813008692,-0.7265482984463068,-0.5554428321758317,-0.7032112805335838,-0.6883137583500606,-0.4594234096700952,-0.40851881550742186,-0.32879340665499013,-0.3189346163386012,-0.33181034752788086,-0.5127306970908326,-0.5428182523997759,-0.43098995336393314
-0.5392291265776653,-0.43654790984124103,-0.5380248136305732,-0.7453759278065963,-0.5486764991657814,-0.7003188580706474,-0.3953534699431954,-0.5799317790530146,-0.7452352736120273,-0.6381637679568746,-0.49040729636115704,-0.5981229526392501,-0.6484140022490561
-0.9434530963741047,-1.0228357579808978,-0.8621616194879399,-0.8564169311270916,-0.9970885388514638,-0.8348338024001544,-0.9772164461911704,-0.726377193044963,-0.8493435341895581,-0.8908222147865335,-0.5871627162014911,-0.06612639263541831,-0.338491334862283
-0.3670173763480222,-0.31555890061770714,-0.20420403140114685,-0.20363997802282624,-0.1776412294844335,-0.35283922212977203,-0.051088645061490204,-0.294845933917131,-0.15506434094743785,-0.3082515431117601,-0.3396617514299144,-0.5190772393025729,-0.8587623422844344
-0.8505665392674838,-0.9521861751697683,-1.0141138316116922,-1.0997868136294358,-0.9802105083476093,-0.9639625384658047,-0.6214904588875091,-0.8565896856294751,-0.8844185239762126,-0.8304104510529298,-1.0189519281903667,-0.8090229319431647,-0.05264037697220126
-0.31190634850466437,-0.4403621834959242,-0.271961116944166,-0.15188303793457725,-0.27572481912210034,-0.19206005058739248,-0.23820543009838752,-0.6591623553265459,-0.23975611095599123,-0.4301813497644849,-0.72994888285789,-0.9049120736239804,-0.5108932036962681
-0.05924017272559858,0.08084499414805091,0.0011955840115236704,-0.08092382270468208,-0.09861912042957963,-0.19656445694582197,-0.45734812420354,-0.5675716230512475,-0.4941088024140682,-0.26208845501359296,-0.2698671595853298,-0.6127249769213668,-0.7741164955653933
-0.08456748077253202,-0.12195793617650941,-0.08743869846608811,-0.12605069697679297,0.023633701025551096,-0.15063729254235197,-0.1960877871337367,-0.0729148405100227,-0.13987973768404036,-0.051130174544424034,-0.3578657174209911,-0.5312717262361086,-0.49987587366083436
-0.2945540464531503,-0.4998802145428303,-0.5229678863097658,-0.4940624769251505,-0.3777156635432163,-0.35548610409079007,-0.5537363623561411,-0.44571601038603376,-0.453850903857023,-0.198582485174583,-0.36866526683063267,-0.22432488059537214,-0.41370819387441404
-0.5094118044121512,-0.39539669252793436,-0.5943489263504231,-0.5255017799946372,-0.45406568698957533,-0.4928947056904617,-0.33114135762594826,-0.43010515389477777,-0.33536442229202484,-0.1360053180674599,-0.05722933240956429,-0.08141060731377511,-0.5599417399195051
-0.49332109431857696,-0.6156430337004439,-0.5547236684059722,-0.518339421014888,-0.6848830901082272,-0.6952955795817625,-0.6165367286727494,-0.8377356100362905,-0.8129255431786209,-0.9085506377825916,-0.41129683257272776,-0.280626558387103,-0.8091357162955753
-0.2536295541692368,0.036201371241329716,-0.2375395813026071,-0.191461714110995,-0.3399725944151105,-0.17288396837247047,-0.564844787492847,-0.7971006654335067,-0.6378345608690218,-0.9905529597047781,-0.8603294947838582,-0.5114267419050476,-0.20020278942236813
-0.251671542930477,-0.1811390943079361,-0.17087497956382416,-0.2499359092453562,-0.34372713377881786,-0.23654920976054677,-0.0751445050395339,-0.17082062455443356,-0.16909555914986185,-0.08221121653666644,-0.16741769245219906,-0.32264821263665705,-0.6112179520639324
-0.7030912334607925,-0.7425873655975292,-1.0400900431809037,-0.8819413030236704,-1.072961823427226,-1.0558340971146472,-0.3832015648414855,-0.4766195824544072,-0.5098248240159817,-0.3254152688177716,-0.1682206752259484,-0.16125458301940934,-0.1603566228063123
-0.4816761791068287,-0.4656790069904938,-0.3115428177166335,-0.4843711677472764,-0.40234894419359035,-0.5261881538786528,-0.8491445132958363,-0.6855212631751139,-0.6409189327521906,-0.6107884084634246,-0.471337360220071,-0.32111800617339364,-0.4891173116462401
-0.04188996612520672,-0.06613442655092475,-0.09501804601174985,0.0003352741513534957,-0.19130717150908214,0.05507606665267674,0.06742387379165102,-0.1083154205281052,-0.11571096719206873,-0.050846238493064286,-0.3432303133550023,-0.6167193084527035,-0.5105054956927403
-0.14548863102028303,-0.10213742859846334,-0.14462807050413656,-0.17693633841492376,-0.19375647087558354,-0.3522206141557417,-0.31604309868322805,-0.3970959489596498,-0.42786955711143826,-0.5634381347800795,-0.9756159973538068,-1.063153286198776,-0.19662951454439
-0.6332092590474925,-0.4690164359900828,-0.7409505881675073,-0.7638367398184799,-0.6370845265523102,-0.632244448169851,-0.16561738450759858,-0.3936135106975134,-0.13974290838015124,-0.26294485185526023,-0.1731288367166915,0.01763331471505654,-0.43014310747286116
-0.36700324036823395,-0.23592558131694882,-0.40012420572245444,-0.285445369487096,-0.3649995145173707,-0.45373696849057754,-0.13447387491026305,-0.15407684022215165,-0.24053298777795704,-0.042182174543291026,0.076668392724015,-0.027248778299073306,-0.27287679023428213
0.04683917876845006,-0.15779043496058126,-0.2073697824160294,-0.208081839703516,-0.30927575462312806,-0.04820436951521993,-0.2890019972295192,-0.07079474470762512,-0.26519454199656145,-0.5836561067898426,-0.611387419797738,-0.9646238026505042,-0.43411963240738566
-0.513027799649905,-0.7507310530980402,-0.5379910223154643,-0.7752995391485739,-0.6811332310713983,-0.6904044964142053,-0.7957477357586992,-0.6713992383464907,-0.7607437247049362,-0.6585974140610122,-0.56637086926561,-0.2522319323690673,-0.27662201080701143
-0.4117632746407404,-0.2282197298659645,-0.26954498602623855,-0.2599955357257887,-0.2870332896008718,-0.21048524984090344,-0.040583448260353615,-0.10809414322996144,-0.12554521103287689,-0.16528681467867348,-0.5172590260134279,-0.8870841503352287,-0.16884391118153996
-0.40800085946550224,-0.35278289631298987,-0.4549611210898079,-0.4771591421789647,-0.534493501237479,-0.45455516042812777,-0.15625663313405647,-0.09144844881428561,-0.22744016686747187,-0.2115467148644562,-0.049542286785163064,-0.3030609006531063,-1.694659830327797
-0.2647442300818777,-0.3844664164516105,-0.22350813425582683,-0.37717004920636293,-0.2604193469165538,-0.09415075485247573,-0.25294722148642357,-0.3498268134462194,-0.23926091544139028,-0.30145812196952765,-0.3941982105053774,-0.29564528159991293,-0.27237992120096133
-0.1137394630369291,0.0032360845471404026,-0.25209775744676477,-0.19059558529080123,-0.2649509196634061,-0.18414116695947053,-0.5558974196646473,-0.17529073806789403,-0.5652343653262212,-0.8368136320924187,-1.2159138690089353,-1.7262408628553336,-0.5206742370609543
-0.12064944553705975,-0.35841341518452924,-0.11043315106063056,-0.35958533113132063,-0.25595313578787593,-0.21332263132096702,-0.7139827328883865,-0.5668134082180452,-0.9396847701680034,-1.0978365510513288,-1.5802376459855862,-1.219918013820844,0.025470633451756236
-0.20214917334925478,-0.3437866508864639,-0.3615450921242401,-0.40935059659419115,-0.22128492780340353,-0.36511353149234055,-0.7497205076466398,-0.9599145029200115,-0.9098469228732544,-1.044287433711161,-0.7632823088730127,-0.4710274403610697,-0.24739497719544631
-0.10972596195531954,0.04490647291267785,-0.10357006629311521,-0.3519673433062639,-0.29221920472598595,-0.24057504029697133,-0.4180063669375332,-0.16199818060011303,-0.41972906024543577,-0.5607072545509895,-1.020308159563994,-1.2411081425284305,-0.2978065059998734
-0.3560988141299818,-0.29467090158759934,-0.21456133760023924,-0.3484017847397708,-0.2850968253071298,-0.2883219000647501,-0.11161023786978708,-0.27009991137764444,-0.0673351267049415,0.07042094871613808,-0.24202419522909488,-0.28186146326502226,-0.7952633179871955
-0.5154772662789919,-0.489761529976731,-0.5847115263720921,-0.16862048756505246,-0.4618995503464481,-0.545596357096651,-0.1638930778206622,-0.5356810827598225,-0.08988441551501478,0.07078530648014032,0.056432628614851356,0.05125805126075933,-0.8034325373142477
-0.23880303050041277,-0.36865411168748685,-0.2596448507920469,-0.2333786984738674,-0.30795568886582847,-0.36131003965798625,-0.3050483028913254,-0.5202619770072043,-0.4819006374035275,-0.5697741662625021,-0.2534227703328522,-0.3155602758068946,-0.8525546369932365
-0.1618123190966675,-0.26858749645680957,-0.14506944336274652,-0.11350587082962214,-0.19878259719358576,-0.2918792885741903,-0.06864327187561126,-0.5241402256500312,-0.4222313913296636,-0.405518948142141,-0.6882106969752795,-0.5852483273218538,-1.0195856422272536
-0.48569342081681904,-0.46493626020766027,-0.4767303711890438,-0.5604003252152366,-0.59503181071112,-0.3555878211787881,-0.708823473274705,-0.17932522132218828,-0.3312289261837357,-0.18587085321011826,-0.1453625672818892,-0.045751730197430104,-0.94405674382145
-0.1544714847887269,0.04709142405500433,0.029806791164293477,-0.05359104952695756,-0.1080932684157194,0.025158108799712198,-0.07174347212825477,-0.0807861300987546,-0.20697502583425625,-0.12476705703191257,-0.31223923355166283,-0.8908300741114624,-0.40647296157646684
-0.1706713199469001,-0.11426638105621939,-0.1053867399281673,-0.02190898946652535,-0.10558020880944857,-0.1126897646848533,-0.08174591112360619,-0.10234913317289339,0.01945958623403409,0.004543820608060328,-0.03617921902949157,-0.2704530965929848,-1.1469286721765313
-0.19090285012340993,-0.27004278649938446,-0.5151773035068752,-0.24474129295812247,-0.4902131113162505,-0.48620640693635037,-0.3151951921938663,-0.401382778743948,-0.3558375395064157,-0.6504896651812254,-0.9119590971495156,-1.1400380619227126,-0.1503854687818577
-0.9074240545212763,-1.0978187450435193,-1.0203153660717634,-0.8911712582357969,-0.8740479689851209,-0.9441591029547239,-0.39948066701955703,-0.8283380212188638,-0.5550498742761877,-0.4280800067060545,-0.03903170183386342,-0.01019445909031449,-0.17064888542309142
-0.3147197973742298,-0.37969518340360553,-0.347858278795708,-0.3920736964053285,-0.5786903300961099,-0.4460471132923184,-0.28365553876930105,-0.45549150937591815,-0.4025564726893223,-0.7012736606871933,-0.20818368842910004,-0.32891837802233603,0.021173387981518278
-0.14111668516976897,-0.27589562328253775,-0.20406276401076892,-0.30954396911676924,-0.37969122004634837,-0.34788287051401157,-0.35768309499771733,-0.14388927609656985,-0.11793915429233114,-0.023474431641972965,-0.08620598430080281,0.10000614717792758,-0.8509346714503293
-0.09109539809254262,-0.10762706798879568,-0.24171139279369522,-0.1550076816585225,-0.1805532560183672,-0.20517139542659435,-0.2368452495617714,-0.4450982483560909,-0.2670278714698182,-0.4679397748161084,-0.569295375027673,-0.6311910195943429,-0.16532861485609246
-0.14136043188903863,-0.4468294555661956,-0.2135500573950851,-0.39552949751460525,-0.465945282214891,-0.18776385278873808,-0.0558458246415324,-0.2404431635429204,0.005779920144292135,-0.09084108711126652,-0.02672030331087772,-0.18703684583444757,-0.1753255047070402
-0.18721217102945248,-0.0232450532407665,-0.05113653352658397,0.05601611006488056,-0.11827704766701512,-0.0036907824109097126,-0.15340168125107945,-0.18037084333711767,-0.031838011716544504,-0.23092327143417507,-0.573967010397683,-1.0325225422218525,-0.22422743661164074
-0.07804368664489919,0.12877783194400105,0.011249323879928497,-0.023144771483762042,0.08149981231347708,-0.06687703125170895,0.08748977611328287,-0.24809466687947046,0.016455390612607756,-0.09062449816143679,-0.5030090585268865,-1.2077913202065855,-0.1879593864814776
-0.13424068108331266,-0.06791298841420439,-0.09113004865790936,0.08305952552616043,0.013783265813284568,-0.18175931014021318,-0.069485923750357,-0.12634451043134654,-0.2379634795835005,-0.10684180260263731,-0.35295108286525945,-0.4284691296549993,-0.5638927521215128
-0.5143525857758123,-0.6143057184960059,-0.4004043187415871,-0.4439204184750513,-0.6249269536471196,-0.40782317504132826,-0.24197029594073657,-0.544264745044784,-0.45208168802223475,-0.18856804650910025,-0.1560589972204181,-0.1662810677634767,-0.19191709801438067
-0.8182816269021786,-0.5903601491241129,-0.7586781656817174,-0.7389800313565265,-0.7899080425229243,-0.8340846222342944,-0.5037148805621049,-0.5781297447982497,-0.6281131022488479,-0.46266281492794603,-0.23847760381581132,-0.02266007304885556,-0.14134598228403175
-0.48629246346389865,-0.353764613756774,-0.7468732144386333,-0.6700034865714609,-0.5562881980189686,-0.6669417351548409,-0.6324970738137098,-0.37908468194543604,-0.5388801415442778,-0.5037555011489196,-0.5484891775433874,-0.20799010101175744,-0.28959288074515244
-0.06668948532225442,-0.15895618017205354,0.03059337664834509,0.04198500818705678,-0.18731270558507276,0.15554469030772036,0.009616059824734846,-0.023330102337529784,-0.010953909357464924,-0.08425990801530507,-0.26335706767422395,-0.23543687993510115,-0.4576379214778199
-0.46579568875652666,-0.3294991747606229,-0.2598260998567171,-0.46238535073417514,-0.4039297888380855,-0.3826638287188426,-0.5979962720506454,-0.34953062630903936,-0.38389856616422924,-0.6513747779666076,-0.242412305413413,-0.2519137016929597,-1.0997741088381576
-0.2714015334748672,-0.30542365659896265,-0.5527489597900351,-0.31056523867692515,-0.20866132779125085,-0.20914887002728427,-0.294490541825632,-0.4164780578874888,-0.29121586805719324,-0.30733914726878786,-0.3469579107263534,-0.2852943204826499,-0.5520352248961683
-0.6617501341722951,-0.9033458718841432,-0.7530387301047767,-1.00378144177992,-0.8949621115377872,-0.9711232490923757,-0.8684666732413098,-0.9566504928875985,-0.8911634447120232,-1.132470515411485,-0.9544110607929888,-0.38134277096553154,-0.10720868765191034
-0.3317282413200473,-0.46775345866369206,-0.3235715697045015,-0.43711423870033306,-0.5366769023056689,-0.63750095041632,-0.1604347735632251,-0.35852977870733116,-0.3537375012860325,-0.35135948424645674,-0.7406214598825351,-0.4916371536622552,-0.30466022826291855
-0.07107919371241876,-0.09799564345798627,-0.14105804027420552,0.06107097293004497,0.033146748758526606,-0.09470536157117874,-0.2823865660633963,-0.15170856109576106,-0.08790875300509968,-0.3444265607135952,-0.18842145244350253,-0.2756819189810189,-0.5821649462752589
-0.4907158470693241,-0.3548809439588848,-0.3226527405260152,-0.4127291570357142,-0.5053372773744083,-0.4123575752098262,-0.31139868674138504,-0.4486693600210093,-0.2569938672604611,-0.19755458661768274,-0.7658287629568511,-0.7233892759893165,-0.2450375889762899
-0.756888998659701,-0.7847924816753773,-0.685257682062299,-0.6400623243143779,-0.7142857195223812,-0.5160811245664787,-0.348672140080866,-0.5030186822237999,-0.38146898159893383,-0.3181153181218021,-0.24406586137535088,-0.38586541363273985,-1.1247417052072832
-0.2779207771431485,-0.34470573854898867,-0.5210339822195474,-0.5426505823465863,-0.347926879990697,-0.15999332814071554,-0.6393103440415026,-0.3352577655864997,-0.6655118583300377,-0.7200918697275642,-0.8232003361108113,-0.7835657140443381,-0.14581800959909458
-0.18253904619410033,-0.2223033707285906,-0.07826488590363963,-0.0225367149745124,-0.06490824981656565,-0.04442898196331087,-0.053581818238947865,-0.14477415291349605,-0.18016801364803825,-0.08617881721766776,0.0011745630827547926,-0.39129620097629914,-0.3434993711317392
-0.7264715092309846,-0.6062809175840539,-0.7455292487367439,-0.7568256435789088,-0.550845984192145,-0.4362903100899451,-0.17861628296163168,-0.28435354509749367,-0.28842370291730424,0.12803427351054394,-0.020667437188944628,-0.002736707188186473,-1.4144405111919938
-0.23351745756060038,-0.27037095195343863,-0.03697009027091788,-0.0702100645647323,-0.220420587724131,-0.1293454399247068,-0.0797691811223158,-0.07002299216161802,0.07437858276272613,0.006348559460091871,-0.28421609477417853,-0.6792053240531558,-1.2379327539775955
-0.7527730456729157,-0.5803918554732055,-0.7765460594432725,-0.7733059885228566,-0.7456509574132576,-0.8353471802775102,-0.41766156091461315,-0.18039037406517489,-0.3797999289285682,-0.413311393325908,-0.3854901449906353,-0.21665075218592386,-0.4174185373041763
-0.48253088999328514,-0.43165860194541955,-0.3391967455447916,-0.5623375872019684,-0.410582565385936,-0.576780805961382,-0.7929292878055187,-1.0912009973686394,-0.8973313639180949,-0.7655482576480966,-0.8529200615471256,-0.893899746444317,-0.888428549386695
-0.15389532511587625,-0.09569463327147541,-0.43263585351890044,-0.34610961574563215,-0.4723433945584281,-0.326047364983769,-0.21899711205789313,-0.09503619443233935,-0.45250048983149727,-0.6136678737233078,-0.38956694756829924,-0.6594254296978039,-0.2262671110000925
-0.21465374364559311,-0.4056304998180712,-0.38476555656772327,-0.3685824680530594,-0.27728206871696515,-0.3346260545334308,-0.49658841295907485,-0.31466387013293917,-0.5428828433563888,-0.2515817836183906,-0.2602065261471951,-0.20916117972469714,-0.28651866409640164
-0.679716450881332,-0.9360505503013969,-0.6754461094166265,-0.6371919454950983,-0.8326076935940305,-0.6711241982360212,-0.5434021595675658,-1.1729540223074542,-0.9076800684933423,-0.8118433672347397,-0.6306050380993993,-0.49456377755989367,-0.34633579665045605
-0.5043400283292279,-0.3402516163212148,-0.464083051098872,-0.24926109161782095,-0.3591470876267925,-0.43202188233016686,-0.0872766088849839,-0.5735529575601801,0.07434457406627663,-0.03739225994594038,-0.24981982253670543,-0.3456737276487097,-1.0161632904871676
-0.6958487044450506,-0.8801207363857535,-0.6772444112634816,-0.7439248990905146,-0.8026282540658064,-0.9934977231902263,-0.42591758405557084,-0.8266622095290285,-0.6294400673783535,-0.6300801560472786,-0.3818435134171716,-0.2001552274311885,-0.8344288026779056
-0.426132456025287,-0.4078169565746316,-0.4074436675121568,-0.4876297350308457,-0.5261755999758013,-0.6883643751961528,-0.8473977112239686,-0.6400048608624145,-0.6708782283520393,-0.7611377079341343,-0.8186280426192534,-0.6615388573438463,-0.9610677575355272
-0.23235270077238396,-0.16704759311752854,-0.39992397646375805,-0.4988506538065281,-0.26006535833354616,-0.16982431210194465,-0.7160538869999007,-0.5022430634699688,-0.7852912151915701,-0.7038985588348486,-0.736859554402142,-0.5310113851015629,-0.24449317238957155
-0.13848367488318067,-0.05675359731163063,-0.24773370467978345,-0.14514457439512854,-0.21196557333490937,-0.14851869020020583,-0.2680155529080849,-0.1783126166822525,-0.12448318598135118,-0.30109423563070586,-0.09467402408682198,-0.24233757427378283,-1.1362630450594013
-0.09241595092075265,-0.008202453904805986,0.1823291098385345,-0.14553110456888738,-0.03964178077354112,-0.005533407564806761,-0.08120811923324384,-0.32121684410036805,-0.1702632396135138,-0.4002974117219187,-0.49310987904379905,-0.715150933106931,-0.6053112808560797
-0.3572067078568454,-0.5564932548868712,-0.37405950313494235,-0.20670652988649524,-0.5089000204164927,-0.4880698373415016,-0.9942962789730488,-1.2307633764044474,-1.032806622264192,-1.2487259516216134,-0.9909526874435974,-0.5237304442338031,-0.24637108088599086
-0.1817932945617772,-0.2017269340249494,-0.34612530019785737,-0.3593537553213455,-0.41800755442200355,-0.24109263582294063,-0.6118623894485414,0.010745771902274825,-0.38882782342657407,-0.2937267071717642,-0.2329643595117963,-0.1770484206748828,-0.8191189544625331
-0.5725878556311119,-0.5838145887238729,-0.461630634061931,-0.6029446543310617,-0.4135710716349549,-0.5062751576089926,-0.6814564195721912,-0.4198876171123776,-0.42650351862077984,-0.40126254876506806,-0.012176928843530943,-0.0948182795893251,-1.0025899615776794
-0.24023216216506343,-0.1571553851698721,-0.535137692501022,-0.46671214051903503,-0.5113223610106282,-0.47004151736027877,-0.2533945534428663,-0.028881813112835997,-0.25736467339374447,-0.23994571617946595,-0.11220908630581343,0.059647088997159176,-0.41002763281653304
-0.3497983440993722,-0.5005024128842447,-0.38124465323381496,-0.4934468695715341,-0.40820633130985134,-0.43224835030165265,-0.5959010984750831,-0.5273415625284211,-0.7719717199454228,-0.754087768753344,-0.950647134063473,-0.7337405560575581,-0.44757389127454145
-1.0071400676469038,-1.1259866326942278,-1.2823104983004554,-1.1519488180697204,-1.1794898651697172,-1.0740373126117884,-1.3855318998580035,-1.1182088677706683,-1.2710539306245705,-1.2094740550000622,-0.8231737779790148,-0.5222113679112785,-0.4860685862145482
-0.17911453227201893,0.01555025583159396,-0.07464844632507306,-0.08373479823324151,0.0582442575842074,-0.04790203959200573,-0.22289984624225523,-0.2448670862379414,-0.2361374242923481,-0.2812641416327549,-0.018311991066054203,0.048680339049316235,0.09207750466321189
-0.36666448219918846,-0.4328440964264104,-0.4284658023184113,-0.38921571281637835,-0.4124182508296873,-0.51210609952405,-0.3049831891398381,-0.1298410300660347,-0.16242667528941646,-0.0960445381428279,-0.2616784718803651,-0.2982414174182708,-0.23264157564259172
-0.032467060649304644,-0.11515191724715798,-0.12317918421317614,-0.2341611701573543,-0.24872305554732055,-0.21920398193925358,-0.26796787308890985,0.06944699153913435,-0.1857046304439533,-0.1504141496516841,-0.22419347508629145,-0.4863095516682481,-0.8265130090339948
0.062324452031375474,0.23499627442373988,-0.05144102170078909,-0.02553826970121159,-0.1688412476699144,-0.2167509339062006,-0.12875320248759448,-0.10184047688953492,-0.18970819512511577,-0.24927720619435362,-0.6056845423502402,-0.9215873717214136,0.0003567461743545497
-0.46174808781525656,-0.3980174744433147,-0.41479544637608406,-0.46345768865751164,-0.4251895030502131,-0.4904064302192803,-0.3928378001615363,-0.536108934651594,-0.6226642223091198,-0.7223125103500787,-1.1114519074035085,-1.059136298843057,-0.14342569474639982
-0.29104914978684754,-0.21143444708224823,-0.3658390514608721,-0.16114032532416878,-0.539697414511278,-0.25981149228287337,-0.053826284675971815,-0.13080947617504027,-0.1974151620478296,0.0938007433248635,0.04976222094898311,-0.24905812858067422,-0.7299056666813867
-0.37659865289825406,-0.4103662262052282,-0.3763813016688701,-0.43427112524288664,-0.4587060896525941,-0.23828669033134903,-0.15369427803814864,-0.20101590572651973,-0.20303400402266142,-0.06253666225806927,-0.13322180663366387,-0.31441416156871727,-0.4412118696635426
-0.2013989541701805,-0.21584480045626825,-0.31503518846231593,-0.3276754027617826,-0.3169297697876608,-0.4967613481621845,-0.16519546561304574,0.009289497929362844,-0.20101346245801102,0.0702855614979997,-0.09612096101631354,0.02718800977350208,-0.5386103433569399
-0.691613697158995,-0.6743302133199157,-0.6494978059270183,-0.5673443114396444,-0.5683919123136947,-0.3902257303795841,-0.47445842497862994,-0.6219076541909998,-0.3549932176274113,-0.3159378444291901,-0.4698627951762798,-0.2894540316945299,-0.4563150477585886
